jour,temp_high,temp_avg,temp_low,dew_point_high,dew_point_avg,dew_point_low,humidity_high,humidity_avg,humidity_low,speed_high,speed_avg,speed_low,pressure_high,pressure_low,precipitation_acc
1/01/2016,49.4,46.3,44.1,44.1,42.5,40.9,91.0,87.0,80.0,10.0,4.0,0.0,30.27,29.82,
2/01/2016,52.6,49.6,46.7,46.3,44.3,40.9,89.0,82.0,74.0,11.0,6.1,3.0,29.82,29.74,
3/01/2016,48.7,46.4,44.2,45.3,42.2,39.4,91.0,85.0,75.0,11.0,6.4,2.0,29.84,29.22,
4/01/2016,51.9,47.4,44.9,44.3,42.1,40.5,86.0,82.0,73.0,8.0,4.9,2.0,29.3,29.23,
5/01/2016,50.0,46.6,44.1,43.4,41.8,39.8,89.0,83.0,75.0,9.0,5.3,3.0,29.37,29.24,
6/01/2016,50.6,47.8,46.1,44.2,43.0,42.1,89.0,83.0,75.0,7.0,3.8,1.0,29.53,29.37,
7/01/2016,54.0,47.8,44.8,47.8,41.2,37.2,93.0,79.0,58.0,16.0,6.7,1.0,29.67,29.18,
8/01/2016,48.5,44.9,41.4,43.4,39.8,36.4,89.0,82.0,74.0,6.0,2.9,0.0,29.7,29.6,
9/01/2016,53.6,47.9,41.6,46.3,43.3,39.4,93.0,84.0,72.0,10.0,5.5,1.0,29.63,29.33,
10/01/2016,48.2,45.2,42.7,43.8,40.7,38.8,88.0,84.0,77.0,8.0,5.3,2.0,29.36,29.3,
11/01/2016,49.4,46.7,43.1,43.5,41.6,39.7,92.0,83.0,72.0,10.0,5.6,3.0,29.34,29.12,
12/01/2016,48.3,45.4,42.9,41.1,38.7,36.1,84.0,78.0,67.0,12.0,6.0,2.0,29.85,29.35,
13/01/2016,46.7,43.4,40.7,38.3,35.9,33.3,84.0,75.0,66.0,11.0,5.2,2.0,30.15,29.86,
14/01/2016,46.7,42.3,39.9,38.9,36.7,31.3,89.0,81.0,70.0,11.0,5.4,1.0,29.99,29.77,
15/01/2016,43.2,39.9,37.9,34.8,31.5,29.0,84.0,72.0,61.0,12.0,6.9,2.0,30.26,29.96,
16/01/2016,43.6,40.1,36.6,35.6,32.2,29.6,85.0,74.0,60.0,9.0,4.5,1.0,30.39,30.26,
17/01/2016,41.7,39.5,35.8,33.8,31.8,28.1,81.0,74.0,59.0,8.0,3.3,0.0,30.38,30.23,
18/01/2016,36.0,33.6,31.9,30.1,24.8,22.6,79.0,70.0,61.0,7.0,4.1,1.0,30.22,29.9,
19/01/2016,35.1,32.1,29.2,28.6,25.3,23.1,81.0,76.0,71.0,7.0,3.3,0.0,30.08,29.93,
20/01/2016,33.8,30.8,26.3,28.3,25.3,22.5,87.0,80.0,75.0,6.0,2.4,0.0,30.23,30.07,
21/01/2016,42.0,34.2,26.3,31.2,27.5,23.2,91.0,77.0,61.0,8.0,3.2,0.0,30.31,30.23,
22/01/2016,48.5,38.9,33.0,45.7,34.3,26.9,92.0,84.0,75.0,9.0,4.3,0.0,30.34,30.18,
23/01/2016,48.7,46.4,44.7,45.9,43.3,41.6,92.0,89.0,83.0,7.0,3.5,0.0,30.59,30.35,
24/01/2016,53.7,49.1,44.3,50.1,45.4,40.8,91.0,87.0,81.0,6.0,3.2,1.0,30.52,30.41,
25/01/2016,57.6,51.4,44.2,49.1,44.2,38.2,87.0,77.0,61.0,7.0,3.5,0.0,30.4,30.26,
26/01/2016,55.2,52.2,49.5,49.3,46.9,45.2,92.0,82.0,72.0,10.0,4.3,0.0,30.37,30.21,
27/01/2016,55.1,52.9,50.9,48.2,46.5,44.5,88.0,79.0,68.0,10.0,6.6,3.0,30.22,30.04,
28/01/2016,52.8,49.4,45.7,48.9,42.4,38.6,89.0,77.0,65.0,9.0,3.4,1.0,30.44,30.06,
29/01/2016,50.1,47.3,43.5,45.2,40.4,35.1,87.0,77.0,69.0,9.0,4.8,1.0,30.44,30.29,
30/01/2016,50.4,48.2,45.9,47.5,43.9,40.5,90.0,85.0,80.0,12.0,6.6,2.0,30.29,29.9,
31/01/2016,57.5,51.4,46.3,53.8,47.7,41.7,93.0,87.0,82.0,10.0,4.5,1.0,30.14,29.91,
1/02/2016,56.7,55.1,53.8,51.1,48.0,46.1,84.0,77.0,70.0,12.0,5.5,2.0,30.3,30.16,
2/02/2016,55.9,51.9,46.9,51.0,47.2,41.8,92.0,84.0,79.0,16.0,4.7,2.0,30.27,30.06,
3/02/2016,47.8,45.3,43.1,42.1,38.7,34.1,84.0,78.0,60.0,13.0,6.1,2.0,30.46,30.13,
4/02/2016,53.4,47.5,42.6,49.1,43.2,36.8,89.0,85.0,79.0,10.0,4.9,2.0,30.48,30.34,
5/02/2016,52.5,51.1,49.3,48.9,47.2,45.4,91.0,86.0,82.0,8.0,3.8,1.0,30.42,30.05,
6/02/2016,58.4,52.1,46.5,47.0,43.9,41.1,90.0,75.0,54.0,11.0,6.4,2.0,30.04,29.47,
7/02/2016,56.2,49.9,46.5,45.9,40.6,36.4,86.0,71.0,55.0,12.0,6.2,1.0,29.72,29.43,
8/02/2016,54.6,50.7,44.7,49.2,42.5,38.1,90.0,74.0,59.0,18.0,8.3,3.0,29.71,29.43,
9/02/2016,55.8,46.5,39.7,49.7,41.3,35.4,92.0,82.0,74.0,15.0,7.0,2.0,29.69,29.03,
10/02/2016,47.9,42.9,39.3,37.7,35.6,34.1,85.0,76.0,62.0,9.0,5.5,3.0,29.72,29.45,
11/02/2016,49.0,44.0,40.1,38.5,36.5,34.6,83.0,75.0,59.0,7.0,3.6,0.0,29.76,29.68,
12/02/2016,43.0,40.7,37.5,38.9,36.7,34.2,92.0,86.0,80.0,9.0,4.3,0.0,29.68,29.25,
13/02/2016,49.9,45.0,40.2,46.6,41.7,36.5,94.0,88.0,80.0,9.0,4.8,0.0,29.38,28.89,
14/02/2016,47.8,44.3,40.1,42.1,38.9,34.9,86.0,81.0,74.0,12.0,5.0,1.0,29.66,29.12,
15/02/2016,45.1,41.1,39.0,35.3,33.4,29.5,83.0,74.0,55.0,16.0,8.8,3.0,30.46,29.66,
16/02/2016,44.3,39.4,35.6,32.7,28.8,23.7,82.0,67.0,45.0,9.0,4.8,0.0,30.59,30.44,
17/02/2016,41.5,36.7,32.9,31.2,28.2,26.4,78.0,71.0,64.0,7.0,2.6,0.0,30.44,29.97,
18/02/2016,42.3,37.2,32.5,38.6,32.2,26.7,91.0,82.0,77.0,8.0,4.1,0.0,30.12,29.93,
19/02/2016,50.6,43.7,37.9,38.6,34.7,31.6,83.0,71.0,55.0,8.0,3.5,1.0,30.23,30.12,
20/02/2016,55.6,51.1,44.8,50.9,46.5,38.6,91.0,84.0,75.0,10.0,5.8,2.0,30.13,30.03,
21/02/2016,56.0,53.8,52.1,50.8,48.3,44.2,89.0,82.0,72.0,10.0,5.0,2.0,30.18,30.03,
22/02/2016,55.1,52.6,50.7,49.3,46.6,44.1,88.0,80.0,73.0,9.0,5.2,2.0,30.03,29.87,
23/02/2016,52.6,45.9,41.5,48.8,37.3,32.4,91.0,73.0,52.0,10.0,5.1,2.0,30.17,29.88,
24/02/2016,47.2,43.3,40.6,37.6,35.3,31.7,80.0,74.0,58.0,6.0,2.6,0.0,30.16,29.92,
25/02/2016,45.3,41.6,37.3,35.4,31.8,26.3,85.0,69.0,50.0,9.0,4.0,0.0,30.05,29.93,
26/02/2016,46.3,42.2,38.1,30.9,28.6,26.0,72.0,59.0,47.0,6.0,3.2,0.0,30.04,29.67,
27/02/2016,46.9,40.9,35.2,32.3,29.2,25.6,73.0,63.0,54.0,11.0,6.2,2.0,29.76,29.59,
28/02/2016,45.4,39.9,34.8,29.0,27.7,26.1,76.0,62.0,48.0,15.0,9.3,5.0,30.07,29.75,
29/02/2016,46.2,40.3,35.0,32.0,28.4,26.0,73.0,63.0,46.0,15.0,8.6,3.0,30.31,30.06,
1/03/2016,51.3,43.6,38.3,48.0,38.0,31.5,94.0,81.0,71.0,8.0,4.2,0.0,30.3,29.89,
2/03/2016,51.6,47.1,35.9,48.9,38.6,32.2,92.0,73.0,51.0,18.0,6.5,2.0,29.88,29.6,
3/03/2016,48.3,45.2,42.5,38.9,35.5,32.1,85.0,70.0,55.0,18.0,7.5,0.0,29.79,29.6,
4/03/2016,49.3,44.5,41.3,44.6,39.3,36.4,92.0,82.0,61.0,10.0,4.8,0.0,29.67,29.3,
5/03/2016,47.3,40.3,34.3,37.2,34.1,30.3,92.0,79.0,52.0,12.0,5.9,2.0,29.64,29.31,
6/03/2016,48.2,42.7,39.0,36.1,33.8,30.3,84.0,72.0,51.0,11.0,4.9,1.0,29.74,29.64,
7/03/2016,44.1,40.5,37.7,35.1,33.1,27.6,85.0,75.0,52.0,15.0,6.2,1.0,29.92,29.64,
8/03/2016,49.2,43.1,38.1,36.3,32.9,28.0,85.0,68.0,46.0,8.0,3.9,1.0,30.08,29.92,
9/03/2016,50.0,44.3,40.7,43.3,37.8,31.6,94.0,78.0,62.0,13.0,7.4,3.0,29.94,29.42,
10/03/2016,49.9,46.2,43.1,41.2,39.3,37.2,85.0,77.0,63.0,8.0,3.0,0.0,30.23,29.67,
11/03/2016,52.8,48.0,42.1,39.9,36.5,32.5,82.0,65.0,47.0,9.0,4.2,1.0,30.34,30.23,
12/03/2016,53.6,47.1,40.3,37.7,35.4,33.2,80.0,65.0,48.0,9.0,4.8,1.0,30.4,30.33,
13/03/2016,53.4,44.8,36.4,37.9,34.6,30.9,81.0,68.0,52.0,11.0,6.6,3.0,30.44,30.35,
14/03/2016,49.0,44.6,39.2,36.8,34.4,32.3,80.0,68.0,56.0,9.0,5.4,1.0,30.38,30.3,
15/03/2016,55.3,46.5,38.3,41.2,32.9,28.2,77.0,60.0,36.0,12.0,5.7,1.0,30.32,30.18,
16/03/2016,47.4,44.7,40.2,39.2,32.2,27.3,83.0,63.0,47.0,12.0,7.3,3.0,30.25,30.19,
17/03/2016,55.7,47.0,38.3,37.0,32.8,29.9,72.0,58.0,45.0,9.0,4.6,1.0,30.34,30.24,
18/03/2016,51.5,44.7,38.7,39.6,36.3,33.5,83.0,73.0,62.0,10.0,6.0,2.0,30.27,30.16,
19/03/2016,46.0,43.4,41.3,38.5,37.2,35.5,86.0,79.0,70.0,9.0,6.2,3.0,30.21,30.17,
20/03/2016,45.5,43.6,41.6,37.3,35.0,32.5,74.0,71.0,69.0,9.0,5.8,2.0,30.19,30.13,
21/03/2016,51.0,47.0,42.2,39.7,37.5,34.3,83.0,70.0,56.0,10.0,6.3,3.0,30.2,30.11,
22/03/2016,55.7,49.9,44.9,38.9,36.4,34.2,78.0,61.0,45.0,10.0,5.5,1.0,30.11,29.92,
23/03/2016,52.1,47.4,40.7,39.5,38.4,36.1,89.0,72.0,56.0,11.0,6.5,2.0,30.03,29.92,
24/03/2016,52.5,49.7,46.8,39.8,37.3,34.7,69.0,63.0,55.0,6.0,3.2,0.0,30.06,30.0,
25/03/2016,58.4,51.6,46.3,50.0,45.2,39.2,90.0,79.0,64.0,8.0,3.6,0.0,30.09,29.94,
26/03/2016,60.2,53.8,46.3,51.0,46.9,40.3,92.0,78.0,69.0,11.0,6.4,1.0,30.09,29.63,
27/03/2016,57.2,50.9,46.0,48.8,42.4,40.2,89.0,74.0,56.0,15.0,6.6,1.0,29.87,29.68,
28/03/2016,58.0,51.5,45.5,47.9,42.3,37.9,85.0,71.0,53.0,14.0,8.2,1.0,29.71,29.4,
29/03/2016,57.7,50.7,44.9,49.1,42.8,38.7,86.0,75.0,54.0,9.0,4.6,0.0,29.85,29.71,
30/03/2016,52.8,49.7,46.5,48.3,43.7,38.0,87.0,80.0,62.0,7.0,2.7,0.0,29.91,29.82,
31/03/2016,46.8,45.4,43.9,42.7,41.4,40.0,90.0,86.0,78.0,13.0,7.9,3.0,30.01,29.81,
1/04/2016,55.1,47.6,42.1,41.1,39.4,36.2,88.0,74.0,52.0,10.0,4.3,1.0,30.18,30.05,
2/04/2016,52.5,48.4,43.4,50.2,42.5,37.9,92.0,80.0,73.0,6.0,3.0,0.0,30.11,29.81,
3/04/2016,70.5,60.3,52.4,54.3,50.5,46.2,92.0,73.0,43.0,10.0,3.8,0.0,29.82,29.65,
4/04/2016,62.8,56.8,51.0,52.2,46.1,41.8,87.0,69.0,47.0,9.0,4.4,0.0,29.73,29.65,
5/04/2016,61.0,56.4,52.4,48.5,45.6,42.3,81.0,68.0,53.0,9.0,3.7,0.0,29.95,29.68,
6/04/2016,58.4,53.2,49.0,48.2,43.4,40.8,82.0,70.0,54.0,10.0,4.5,0.0,29.98,29.89,
7/04/2016,54.5,48.8,44.3,42.3,37.9,34.3,77.0,66.0,47.0,12.0,5.0,1.0,29.97,29.9,
8/04/2016,57.3,50.6,45.7,42.9,40.4,38.0,84.0,69.0,51.0,6.0,3.2,0.0,29.97,29.86,
9/04/2016,56.6,50.5,44.7,46.6,41.6,38.7,85.0,72.0,54.0,10.0,3.9,0.0,29.86,29.68,
10/04/2016,65.1,54.1,44.2,46.5,42.7,39.1,87.0,67.0,49.0,10.0,3.6,0.0,29.81,29.64,
11/04/2016,60.9,55.8,53.1,52.6,46.4,41.6,87.0,71.0,49.0,8.0,3.4,0.0,29.82,29.62,
12/04/2016,63.2,54.3,47.7,48.2,45.9,43.6,87.0,74.0,54.0,8.0,3.2,0.0,29.82,29.74,
13/04/2016,64.3,56.7,50.4,49.1,46.6,43.9,87.0,70.0,49.0,8.0,3.3,0.0,29.86,29.72,
14/04/2016,62.7,55.9,51.8,50.5,46.7,43.5,86.0,72.0,51.0,8.0,3.1,0.0,29.9,29.75,
15/04/2016,61.6,55.8,51.3,51.5,47.8,45.3,85.0,75.0,62.0,12.0,5.4,1.0,29.76,29.61,
16/04/2016,59.6,53.7,49.1,46.6,43.5,36.4,82.0,69.0,50.0,13.0,5.3,1.0,29.74,29.6,
17/04/2016,53.4,47.0,42.3,38.9,35.8,27.6,83.0,66.0,39.0,12.0,4.9,0.0,30.14,29.75,
18/04/2016,58.4,50.3,42.1,37.4,32.7,24.3,76.0,53.0,28.0,9.0,3.5,1.0,30.31,30.14,
19/04/2016,60.5,54.0,46.9,41.6,39.2,32.7,77.0,58.0,47.0,10.0,3.8,0.0,30.35,30.29,
20/04/2016,67.7,57.5,46.6,42.1,39.1,36.0,72.0,52.0,33.0,10.0,5.5,2.0,30.34,30.17,
21/04/2016,71.4,62.4,53.6,50.0,43.5,38.2,58.0,50.0,42.0,6.0,2.7,0.0,30.18,30.06,
22/04/2016,64.6,59.9,56.4,50.4,47.7,44.7,70.0,64.0,57.0,7.0,3.1,0.0,30.1,29.95,
23/04/2016,56.3,50.1,45.2,46.0,39.1,30.8,81.0,67.0,52.0,13.0,8.4,3.0,30.12,29.91,
24/04/2016,48.7,44.5,40.6,39.3,34.2,31.1,81.0,67.0,58.0,12.0,5.7,0.0,30.13,30.05,
25/04/2016,53.4,47.3,42.1,43.9,38.0,33.2,85.0,71.0,50.0,11.0,4.9,0.0,30.13,29.76,
26/04/2016,49.6,44.6,39.0,42.4,35.9,25.6,87.0,72.0,43.0,14.0,5.1,0.0,29.85,29.72,
27/04/2016,53.3,44.9,38.7,37.6,34.1,29.6,80.0,67.0,40.0,10.0,4.5,0.0,29.95,29.85,
28/04/2016,54.8,48.1,41.2,36.6,33.3,27.4,80.0,59.0,36.0,8.0,3.0,0.0,30.03,29.95,
29/04/2016,58.6,51.3,45.2,45.1,39.4,33.0,84.0,65.0,50.0,10.0,4.3,0.0,30.02,29.95,
30/04/2016,51.8,47.6,43.6,44.2,39.5,33.7,87.0,74.0,51.0,13.0,6.5,1.0,30.28,29.99,
1/05/2016,59.8,51.6,42.6,38.5,35.8,32.3,80.0,57.0,37.0,12.0,6.6,3.0,30.38,30.3,
2/05/2016,66.3,56.8,48.7,50.9,39.2,30.4,76.0,53.0,32.0,7.0,2.8,0.0,30.38,30.18,
3/05/2016,61.1,55.6,48.8,50.4,40.7,34.3,84.0,60.0,37.0,11.0,6.1,1.0,30.38,30.19,
4/05/2016,67.0,57.6,47.2,39.7,38.0,35.6,72.0,50.0,33.0,7.0,3.0,0.0,30.39,30.23,
5/05/2016,69.6,61.4,52.0,41.6,36.8,32.4,53.0,41.0,26.0,9.0,3.2,0.0,30.23,29.94,
6/05/2016,78.0,66.8,55.3,47.4,44.0,40.4,66.0,46.0,29.0,8.0,3.0,0.0,29.94,29.77,
7/05/2016,75.9,68.4,60.6,49.8,46.7,42.1,64.0,47.0,34.0,9.0,3.6,0.0,29.79,29.72,
8/05/2016,78.7,70.3,60.1,52.3,47.8,43.1,64.0,46.0,34.0,9.0,3.8,0.0,29.77,29.68,
9/05/2016,70.8,66.6,61.5,58.6,54.8,49.2,89.0,66.0,47.0,11.0,5.8,2.0,29.79,29.73,
10/05/2016,66.0,62.0,59.8,59.8,58.2,56.9,92.0,88.0,75.0,7.0,3.2,0.0,29.77,29.68,
11/05/2016,65.8,61.8,57.9,59.6,57.7,55.8,93.0,87.0,76.0,4.0,1.1,0.0,29.69,29.55,
12/05/2016,68.3,62.6,58.6,58.9,56.7,55.3,90.0,82.0,65.0,8.0,2.5,0.0,29.56,29.5,
13/05/2016,73.0,63.1,57.8,62.0,56.8,48.2,93.0,81.0,56.0,15.0,5.0,1.0,29.82,29.56,
14/05/2016,57.3,52.7,49.6,48.4,41.7,36.5,81.0,67.0,51.0,14.0,9.0,4.0,30.18,29.82,
15/05/2016,60.6,53.3,45.8,42.6,39.4,37.0,77.0,60.0,46.0,8.0,4.2,1.0,30.26,30.18,
16/05/2016,62.9,57.3,50.9,47.3,44.2,41.0,78.0,62.0,49.0,11.0,3.9,0.0,30.22,30.13,
17/05/2016,65.4,58.7,49.9,48.5,45.3,42.9,80.0,62.0,45.0,6.0,2.7,0.0,30.17,29.99,
18/05/2016,62.0,58.6,51.9,53.2,48.4,44.5,86.0,69.0,54.0,11.0,4.8,1.0,29.99,29.7,
19/05/2016,63.7,55.7,50.2,51.2,48.3,45.6,87.0,77.0,56.0,9.0,5.0,0.0,30.09,29.74,
20/05/2016,70.6,62.0,55.9,56.5,53.2,48.5,87.0,74.0,55.0,8.0,3.3,0.0,30.11,30.05,
21/05/2016,76.9,67.7,57.8,58.9,56.0,53.0,89.0,68.0,48.0,10.0,4.5,0.0,30.06,29.75,
22/05/2016,71.2,60.6,55.4,59.7,56.2,51.6,91.0,86.0,64.0,8.0,3.1,0.0,29.86,29.71,
23/05/2016,60.6,55.3,52.3,51.9,50.0,46.6,92.0,83.0,60.0,13.0,6.3,2.0,30.15,29.86,
24/05/2016,58.4,55.0,51.4,48.5,46.6,44.5,87.0,74.0,63.0,10.0,4.6,1.0,30.14,30.0,
25/05/2016,69.0,58.4,48.0,52.5,47.4,42.6,82.0,68.0,46.0,9.0,4.2,0.0,30.01,29.92,
26/05/2016,70.4,63.3,55.5,57.6,53.3,48.8,79.0,70.0,63.0,8.0,3.6,0.0,29.96,29.9,
27/05/2016,76.7,68.6,59.9,58.9,56.7,54.9,85.0,67.0,49.0,8.0,2.7,0.0,29.96,29.91,
28/05/2016,73.5,66.7,61.5,61.0,58.2,56.6,86.0,75.0,60.0,8.0,3.0,0.0,29.95,29.79,
29/05/2016,65.6,61.8,59.0,59.4,57.6,55.6,92.0,86.0,78.0,10.0,4.9,0.0,29.8,29.73,
30/05/2016,61.6,57.2,55.6,59.1,54.5,51.8,93.0,91.0,84.0,13.0,7.9,3.0,29.82,29.78,
31/05/2016,58.5,56.4,54.8,56.8,54.4,52.8,94.0,93.0,92.0,11.0,6.1,3.0,29.95,29.75,
1/06/2016,63.4,59.2,57.0,58.8,56.5,54.8,94.0,91.0,85.0,8.0,4.7,1.0,30.05,29.96,
2/06/2016,57.1,56.0,53.7,55.2,53.4,51.2,94.0,91.0,88.0,13.0,7.6,3.0,30.01,29.92,
3/06/2016,57.4,54.7,52.3,53.5,51.4,49.9,92.0,89.0,84.0,8.0,5.4,2.0,30.0,29.95,
4/06/2016,63.3,58.9,55.3,57.7,54.8,52.5,91.0,87.0,80.0,9.0,5.2,2.0,30.05,29.97,
5/06/2016,68.8,61.5,57.5,61.0,57.9,55.2,94.0,88.0,74.0,8.0,2.8,0.0,30.12,30.03,
6/06/2016,76.8,67.1,60.8,64.5,61.3,57.9,95.0,83.0,64.0,4.0,1.3,0.0,30.14,30.08,
7/06/2016,80.7,72.3,64.2,65.2,62.7,59.2,91.0,73.0,51.0,10.0,4.2,0.0,30.2,30.11,
8/06/2016,74.1,67.7,59.8,62.6,59.2,54.5,87.0,74.0,66.0,10.0,5.4,2.0,30.21,30.14,
9/06/2016,76.4,65.9,54.8,61.8,54.5,50.7,89.0,68.0,44.0,8.0,5.0,2.0,30.17,30.03,
10/06/2016,76.5,69.7,62.1,57.1,54.5,52.0,73.0,59.0,45.0,5.0,2.4,0.0,30.04,29.83,
11/06/2016,71.5,67.5,63.6,59.0,56.5,53.5,81.0,68.0,55.0,8.0,2.3,0.0,29.87,29.8,
12/06/2016,67.3,64.0,60.5,61.7,58.6,54.9,91.0,83.0,69.0,8.0,3.5,0.0,29.9,29.76,
13/06/2016,65.4,61.9,56.7,59.4,54.2,52.2,87.0,76.0,65.0,8.0,3.9,1.0,29.78,29.64,
14/06/2016,68.2,61.9,58.5,56.9,53.3,48.5,85.0,74.0,51.0,9.0,4.4,0.0,29.65,29.52,
15/06/2016,70.5,61.6,55.2,53.6,51.3,46.6,89.0,71.0,44.0,7.0,3.1,0.0,29.58,29.49,
16/06/2016,65.3,61.0,57.8,56.5,54.0,51.3,87.0,78.0,65.0,7.0,2.5,0.0,29.64,29.55,
17/06/2016,70.0,62.3,57.2,57.3,54.3,52.3,84.0,76.0,57.0,9.0,3.5,0.0,29.94,29.64,
18/06/2016,66.9,61.6,57.3,58.1,54.4,52.5,85.0,78.0,66.0,11.0,4.1,0.0,30.25,29.94,
19/06/2016,71.9,64.2,57.9,55.3,53.1,50.2,85.0,69.0,49.0,7.0,3.3,0.0,30.32,30.25,
20/06/2016,65.9,62.7,60.7,61.2,57.5,53.8,91.0,84.0,65.0,9.0,4.0,0.0,30.26,30.04,
21/06/2016,73.6,67.1,62.3,64.1,61.8,59.7,92.0,84.0,68.0,6.0,3.0,0.0,30.17,30.08,
22/06/2016,83.6,75.1,67.7,69.4,66.0,63.8,90.0,75.0,57.0,6.0,2.6,0.0,30.17,30.04,
23/06/2016,90.3,79.6,72.2,70.7,67.7,64.3,84.0,68.0,51.0,11.0,3.4,0.0,30.06,29.95,
24/06/2016,77.8,71.1,64.7,69.2,60.4,55.9,84.0,70.0,49.0,11.0,5.0,1.0,30.14,30.03,
25/06/2016,70.7,65.3,60.3,57.9,51.6,46.3,83.0,63.0,42.0,11.0,5.8,0.0,30.11,30.06,
26/06/2016,71.1,63.7,56.6,53.6,51.9,48.8,84.0,67.0,46.0,10.0,4.9,1.0,30.18,30.11,
27/06/2016,72.3,65.6,60.7,63.1,57.5,52.5,87.0,75.0,67.0,9.0,3.3,0.0,30.18,30.11,
28/06/2016,72.7,66.7,61.1,59.0,55.4,52.1,77.0,67.0,56.0,8.0,3.4,0.0,30.16,29.92,
29/06/2016,74.6,66.7,59.0,56.3,53.2,50.4,80.0,63.0,44.0,10.0,4.8,1.0,30.02,29.89,
30/06/2016,74.5,67.3,62.8,63.7,58.4,52.7,83.0,73.0,65.0,9.0,4.9,1.0,29.99,29.92,
1/07/2016,72.5,67.5,59.3,61.5,59.0,53.1,84.0,74.0,67.0,10.0,5.2,2.0,30.0,29.91,
2/07/2016,67.6,62.6,58.6,54.8,50.7,47.1,80.0,66.0,51.0,12.0,4.7,0.0,30.15,29.99,
3/07/2016,65.5,61.6,59.1,59.5,52.3,47.6,92.0,72.0,56.0,7.0,3.5,0.0,30.18,30.14,
4/07/2016,71.4,65.3,59.0,60.2,57.1,54.8,93.0,76.0,59.0,6.0,2.3,0.0,30.18,30.09,
5/07/2016,71.5,67.2,63.9,59.1,56.9,51.4,82.0,70.0,54.0,9.0,4.4,0.0,30.18,30.06,
6/07/2016,76.0,66.7,57.5,53.7,51.7,50.1,79.0,60.0,41.0,7.0,3.1,0.0,30.22,30.16,
7/07/2016,84.0,73.4,62.7,56.9,54.2,52.3,73.0,53.0,34.0,7.0,2.5,0.0,30.2,30.04,
8/07/2016,83.8,74.5,66.2,63.0,57.7,52.4,72.0,57.0,41.0,11.0,4.3,0.0,30.18,30.02,
9/07/2016,84.3,74.1,64.2,62.6,59.7,55.3,83.0,62.0,45.0,7.0,3.0,0.0,30.2,30.02,
10/07/2016,86.8,78.9,71.0,63.6,59.5,53.3,73.0,53.0,33.0,10.0,3.6,0.0,30.02,29.83,
11/07/2016,73.8,69.6,65.2,61.8,56.5,53.2,77.0,64.0,53.0,10.0,4.7,1.0,29.96,29.88,
12/07/2016,71.7,65.6,58.4,56.8,53.8,50.2,86.0,67.0,48.0,12.0,3.7,0.0,30.01,29.94,
13/07/2016,66.6,61.6,56.4,54.9,50.1,44.7,87.0,67.0,48.0,12.0,5.3,0.0,30.19,29.99,
14/07/2016,69.3,61.9,55.7,51.4,48.7,45.4,81.0,63.0,44.0,11.0,5.6,1.0,30.33,30.17,
15/07/2016,75.2,66.5,56.9,53.4,49.3,45.8,82.0,56.0,36.0,7.0,3.3,0.0,30.38,30.32,
16/07/2016,81.0,70.3,62.5,62.5,56.9,50.3,70.0,63.0,52.0,6.0,3.1,0.0,30.36,30.24,
17/07/2016,83.7,75.4,66.8,62.9,60.1,55.4,74.0,60.0,48.0,8.0,3.4,0.0,30.26,30.15,
18/07/2016,89.1,79.0,68.4,63.6,61.3,59.0,73.0,56.0,41.0,7.0,2.9,0.0,30.2,30.09,
19/07/2016,96.2,85.6,74.4,65.6,62.6,60.1,65.0,48.0,31.0,7.0,2.7,0.0,30.13,29.94,
20/07/2016,86.0,81.8,75.5,66.8,62.8,60.0,66.0,53.0,45.0,8.0,4.2,0.0,29.97,29.88,
21/07/2016,78.8,72.9,65.8,66.9,60.5,57.4,77.0,66.0,54.0,9.0,4.7,1.0,30.05,29.94,
22/07/2016,81.1,72.8,65.2,61.2,57.4,54.6,72.0,59.0,46.0,10.0,5.5,1.0,30.08,30.0,
23/07/2016,81.2,72.1,62.5,59.6,57.4,55.9,82.0,61.0,44.0,11.0,6.5,3.0,30.17,30.08,
24/07/2016,81.8,73.3,65.6,60.2,57.5,55.5,71.0,59.0,44.0,8.0,3.9,0.0,30.19,30.09,
25/07/2016,78.8,74.5,70.3,67.0,62.2,58.8,82.0,66.0,57.0,11.0,3.9,0.0,30.17,30.11,
26/07/2016,74.6,68.0,61.0,59.7,55.0,52.3,81.0,64.0,49.0,10.0,5.4,2.0,30.22,30.15,
27/07/2016,78.0,69.2,62.9,60.3,55.8,52.5,72.0,63.0,49.0,8.0,3.5,0.0,30.18,30.06,
28/07/2016,77.1,71.0,65.7,62.0,59.3,54.1,87.0,68.0,46.0,7.0,3.8,1.0,30.07,30.0,
29/07/2016,79.2,72.3,65.2,62.8,60.2,56.9,88.0,67.0,50.0,9.0,4.1,1.0,30.0,29.92,
30/07/2016,73.8,69.5,65.4,58.6,56.0,53.9,74.0,63.0,52.0,8.0,3.9,1.0,29.97,29.94,
31/07/2016,76.8,69.1,63.7,58.2,55.4,51.2,80.0,63.0,44.0,9.0,4.5,1.0,30.12,29.96,
1/08/2016,75.6,68.0,60.3,54.6,51.3,49.1,77.0,57.0,41.0,7.0,3.6,0.0,30.16,30.08,
2/08/2016,73.8,67.8,62.5,62.8,59.2,50.8,88.0,75.0,50.0,7.0,3.7,1.0,30.08,30.01,
3/08/2016,77.8,71.0,65.6,63.4,60.9,58.8,84.0,71.0,55.0,8.0,3.8,1.0,30.03,29.9,
4/08/2016,71.9,66.9,62.1,63.3,56.9,54.2,82.0,71.0,55.0,8.0,3.4,0.0,30.01,29.92,
